icao,iata,name,city,country,region,continent,kind,runways,longest_ft,lat,lon
CYUY,YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,CA-QC,NA,medium_airport,1,7485,48.20610,-78.83560
CYVB,YVB,Bonaventure Airport,Bonaventure,CA,CA-QC,NA,medium_airport,1,5985,48.07110,-65.46030
CYVC,YVC,La Ronge Airport,La Ronge,CA,CA-SK,NA,medium_airport,2,5000,55.15140,-105.26200
CYVD,,Virden / RJ (Bob) Andrew Field Regional Aerodrome,Virden,CA,CA-MB,NA,medium_airport,1,4000,49.87830,-100.91800
CYVK,YVE,Vernon Regional Airport,Vernon,CA,CA-BC,NA,medium_airport,1,3360,50.24616,-119.33096
CYVO,YVO,Val-d'Or Airport,Val-d'Or,CA,CA-QC,NA,medium_airport,1,10000,48.05330,-77.78280
CYVP,YVP,Kuujjuaq Airport,Kuujjuaq,CA,CA-QC,NA,medium_airport,2,6000,58.09610,-68.42690
CYVQ,YVQ,Norman Wells Airport,Norman Wells,CA,CA-NT,NA,medium_airport,1,5998,65.28160,-126.79800
CYVR,YVR,Vancouver International Airport,Vancouver,CA,CA-BC,NA,large_airport,3,11500,49.19390,-123.18400
CYVV,YVV,Wiarton Airport,Wiarton,CA,CA-ON,NA,medium_airport,2,5021,44.74580,-81.10720
CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,CA-MB,NA,large_airport,2,11000,49.91000,-97.23990
CYWK,YWK,Wabush Airport,Wabush,CA,CA-NL,NA,medium_airport,1,6002,52.92190,-66.86440
CYWL,YWL,Williams Lake Airport,Williams Lake,CA,CA-BC,NA,medium_airport,1,7000,52.18310,-122.05400
CYWY,YWY,Wrigley Airport,Wrigley,CA,CA-NT,NA,medium_airport,1,3500,63.20940,-123.43700
CYXC,YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,CA-BC,NA,medium_airport,1,6000,49.61080,-115.78200
CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,CA-SK,NA,large_airport,2,8300,52.17072,-106.70079
CYXH,YXH,Medicine Hat Regional Airport,Medicine Hat,CA,CA-AB,NA,medium_airport,2,5000,50.01890,-110.72100
CYXJ,YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA,CA-BC,NA,medium_airport,2,6909,56.23810,-120.74000
CYXK,YXK,Rimouski Airport,Rimouski,CA,CA-QC,NA,medium_airport,1,4600,48.47764,-68.49632
CYXL,YXL,Sioux Lookout Airport,Sioux Lookout,CA,CA-ON,NA,medium_airport,1,5300,50.11390,-91.90530
CYXQ,YXQ,Beaver Creek Airport,Beaver Creek,CA,CA-YT,NA,medium_airport,1,3745,62.41030,-140.86700
CYXR,YXR,Earlton (Timiskaming Regional) Airport,Earlton,CA,CA-ON,NA,medium_airport,2,5998,47.69740,-79.84735
CYXS,YXS,Prince George (International) Airport,Prince George,CA,CA-BC,NA,medium_airport,3,11450,53.88431,-122.66655
CYXT,YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,CA-BC,NA,medium_airport,2,7497,54.46850,-128.57601
CYXU,YXU,London International Airport,London,CA,CA-ON,NA,medium_airport,2,8800,43.03285,-81.14900
CYXX,YXX,Abbotsford International Airport,Abbotsford,CA,CA-BC,NA,medium_airport,2,9600,49.02530,-122.36100
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,CA-YT,NA,medium_airport,2,9497,60.70853,-135.06571
CYXZ,YXZ,Wawa Airport,Wawa,CA,CA-ON,NA,medium_airport,1,4429,47.96670,-84.78670
CYYB,YYB,North Bay Jack Garland Airport,North Bay,CA,CA-ON,NA,medium_airport,3,10000,46.36360,-79.42280
CYYC,YYC,Calgary International Airport,Calgary,CA,CA-AB,NA,large_airport,3,14000,51.11882,-114.00993
CYYD,YYD,Smithers Airport,Smithers,CA,CA-BC,NA,medium_airport,1,5000,54.82470,-127.18300
CYYE,YYE,Fort Nelson Airport,Fort Nelson,CA,CA-BC,NA,medium_airport,2,6400,58.83640,-122.59700
CYYF,YYF,Penticton Airport,Penticton,CA,CA-BC,NA,medium_airport,1,6000,49.46310,-119.60200
CYYG,YYG,Charlottetown Airport,Charlottetown,CA,CA-PE,NA,medium_airport,2,7002,46.28891,-63.12517
CYYJ,YYJ,Victoria International Airport,Victoria,CA,CA-BC,NA,large_airport,3,7000,48.64720,-123.42779
CYYL,YYL,Lynn Lake Airport,Lynn Lake,CA,CA-MB,NA,medium_airport,2,5000,56.86390,-101.07600
CYYN,YYN,Swift Current Airport,Swift Current,CA,CA-SK,NA,medium_airport,2,4250,50.29190,-107.69100
CYYQ,YYQ,Churchill Airport,Churchill,CA,CA-MB,NA,medium_airport,2,9200,58.73920,-94.06500
CYYR,YYR,Goose Bay Airport,Goose Bay,CA,CA-NL,NA,medium_airport,2,11046,53.31920,-60.42580
CYYT,YYT,St. John's International Airport,St. John's,CA,CA-NL,NA,large_airport,2,8502,47.61860,-52.75190
CYYU,YYU,Kapuskasing Airport,Kapuskasing,CA,CA-ON,NA,medium_airport,1,5500,49.41159,-82.46964
CYYW,YYW,Armstrong Airport,Armstrong,CA,CA-ON,NA,medium_airport,2,4000,50.29030,-88.90970
CYYY,YYY,Mont Joli Airport,Mont-Joli,CA,CA-QC,NA,medium_airport,2,6000,48.60860,-68.20810
CYYZ,YYZ,Toronto Pearson International Airport,Toronto,CA,CA-ON,NA,large_airport,5,11120,43.67594,-79.62942
CYZE,YZE,Gore Bay Manitoulin Airport,Gore Bay,CA,CA-ON,NA,medium_airport,1,5500,45.88530,-82.56780
CYZF,YZF,Yellowknife International Airport,Yellowknife,CA,CA-NT,NA,medium_airport,2,7500,62.46280,-114.44000
CYZH,YZH,Slave Lake Airport,Slave Lake,CA,CA-AB,NA,medium_airport,1,5561,55.29295,-114.77728
CYZP,YZP,Sandspit Airport,Sandspit,CA,CA-BC,NA,medium_airport,1,5120,53.25430,-131.81400
CYZR,YZR,Chris Hadfield Airport,Sarnia,CA,CA-ON,NA,medium_airport,2,5100,42.99940,-82.30890
CYZS,YZS,Coral Harbour Airport,Coral Harbour,CA,CA-NU,NA,medium_airport,1,5000,64.19330,-83.35940
CYZT,YZT,Port Hardy Airport,Port Hardy,CA,CA-BC,NA,medium_airport,3,5000,50.68060,-127.36700
CYZU,YZU,Whitecourt Airport,Whitecourt,CA,CA-AB,NA,medium_airport,1,5800,54.14390,-115.78700
CYZV,YZV,Sept-Îles Airport,Sept-Îles,CA,CA-QC,NA,medium_airport,2,6552,50.22330,-66.26560
CYZW,YZW,Teslin Airport,Teslin,CA,CA-YT,NA,medium_airport,1,5028,60.17280,-132.74300
CYZX,YZX,CFB Greenwood,Greenwood,CA,CA-NS,NA,medium_airport,2,8000,44.98440,-64.91690
CYZY,,Mackenzie Airport,Mackenzie,CA,CA-BC,NA,medium_airport,1,5033,55.29779,-123.13391
CZAM,YSN,Shuswap Regional Airport,Salmon Arm,CA,CA-BC,NA,medium_airport,1,4260,50.68280,-119.22900
CZBB,YDT,Boundary Bay Airport,Delta,CA,CA-BC,NA,medium_airport,2,5606,49.07434,-123.00688
CZBF,ZBF,Bathurst Airport,South Tetagouche,CA,CA-NB,NA,medium_airport,1,5613,47.62970,-65.73890
CZBM,ZBM,Bromont (Roland Désourdy) Airport,Bromont,CA,CA-QC,NA,medium_airport,2,5000,45.29080,-72.74140
CZEE,KES,Kelsey Airport,Kelsey,CA,CA-MB,NA,medium_airport,1,2590,56.03750,-96.50970
CZFA,ZFA,Faro Airport,Faro,CA,CA-YT,NA,medium_airport,1,4000,62.20750,-133.37601
CZGF,ZGF,Grand Forks Airport,Grand Forks,CA,CA-BC,NA,medium_airport,1,4300,49.01560,-118.43100
CZJG,ZJG,Jenpeg Airport,Jenpeg,CA,CA-MB,NA,medium_airport,1,3800,54.51890,-98.04610
CZJN,ZJN,Swan River Airport,Swan River,CA,CA-MB,NA,medium_airport,2,3933,52.12060,-101.23600
CZLQ,YTD,Thicket Portage Airport,Thicket Portage,CA,CA-MB,NA,medium_airport,1,2220,55.31890,-97.70780
CZMN,PIW,Pikwitonei Airport,Pikwitonei,CA,CA-MB,NA,medium_airport,1,2200,55.58890,-97.16420
CZMT,ZMT,Masset Airport,Masset,CA,CA-BC,NA,medium_airport,1,5000,54.02750,-132.12500
CZPC,WPC,Pincher Creek Airport,Pincher Creek,CA,CA-AB,NA,medium_airport,1,6600,49.52043,-113.99700
CZSJ,ZSJ,Sandy Lake Airport,Sandy Lake,CA,CA-ON,NA,medium_airport,1,3500,53.06420,-93.34440
CZST,ZST,Stewart Airport,Stewart,CA,CA-BC,NA,medium_airport,1,3900,55.93541,-129.98243
CZUC,ZUC,Ignace Municipal Airport,Ignace,CA,CA-ON,NA,medium_airport,1,3512,49.42820,-91.72042
DAAB,,Blida Airport,Blida,DZ,DZ-09,AF,medium_airport,1,5833,36.50360,2.81417
DAAD,BUJ,Bou Saada Airport,Ouled Sidi Brahim,DZ,DZ-28,AF,medium_airport,1,7218,35.33250,4.20639
DAAE,BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ,DZ-06,AF,large_airport,1,7874,36.71255,5.06991
DAAG,ALG,Houari Boumediene Airport,Algiers,DZ,DZ-16,AF,large_airport,2,11483,36.69389,3.21453
DAAJ,DJG,Tiska Djanet Airport,Djanet,DZ,DZ-56,AF,large_airport,2,9843,24.28545,9.46365
DAAK,,Boufarik Air Base,Boufarik,DZ,DZ-09,AF,medium_airport,1,11883,36.54580,2.87611
DAAP,VVZ,Illizi Takhamalt Airport,Illizi,DZ,DZ-33,AF,medium_airport,1,9843,26.72350,8.62265
DAAS,QSF,Ain Arnat Airport,Sétif,DZ,DZ-19,AF,medium_airport,1,9498,36.17849,5.32991
DAAT,TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,DZ-11,AF,large_airport,2,11811,22.81099,5.45083
DAAV,GJL,Jijel Ferhat Abbas Airport,Tahir,DZ,DZ-18,AF,large_airport,1,7874,36.79413,5.87365
DAAY,MZW,Mecheria Airport,Mecheria,DZ,DZ-45,AF,medium_airport,2,11780,33.53590,-0.24235
DAAZ,,Relizane Airport,Relizane,DZ,DZ-48,AF,medium_airport,1,4265,35.75296,0.62588
DABB,AAE,Annaba Rabah Bitat Airport,Annaba,DZ,DZ-23,AF,large_airport,2,9843,36.82678,7.81334
DABC,CZL,Mohamed Boudiaf International Airport,Constantine,DZ,DZ-25,AF,large_airport,2,9843,36.27600,6.62039
DABS,TEE,Cheikh Larbi Tébessi Airport,Tébessi,DZ,DZ-12,AF,medium_airport,2,9843,35.43160,8.12072
DABT,BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ,DZ-05,AF,large_airport,1,9843,35.75210,6.30859
DAFH,HRM,Hassi R'Mel Airport,Hassi R'Mel,DZ,DZ-03,AF,medium_airport,2,9835,32.93040,3.31154
DAOB,TID,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ,DZ-14,AF,medium_airport,1,9843,35.34110,1.46315
DAOF,TIN,Tindouf Airport,Tindouf,DZ,DZ-37,AF,medium_airport,2,9840,27.70040,-8.16710
DAOI,CFK,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,DZ-02,AF,large_airport,2,8793,36.21661,1.34111
DAOL,TAF,Oran Tafraoui Airport,Tafraoui,DZ,DZ-31,AF,medium_airport,1,9037,35.54240,-0.53228
DAON,TLM,Zenata – Messali El Hadj Airport,Zenata,DZ,DZ-13,AF,large_airport,1,8530,35.01273,-1.45712
DAOO,ORN,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ,DZ-31,AF,large_airport,2,11811,35.62065,-0.62249
DAOR,CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,DZ-08,AF,medium_airport,2,12245,31.64570,-2.26986
DAOV,MUW,Ghriss Airport,Ghriss,DZ,DZ-29,AF,medium_airport,1,5577,35.20770,0.14714
DATM,BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,DZ-52,AF,medium_airport,1,9843,21.37780,0.92698
DAUA,AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,DZ-01,AF,medium_airport,1,9843,27.83760,-0.18641
DAUB,BSK,Biskra - Mohamed Khider Airport,Biskra,DZ,DZ-07,AF,large_airport,1,9469,34.79318,5.73890
DAUE,ELG,El Golea Airport,El Menia,DZ,DZ-50,AF,medium_airport,2,9843,30.58073,2.86159
DAUG,GHA,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,DZ-47,AF,medium_airport,2,10171,32.38410,3.79411
DAUH,HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ,DZ-30,AF,medium_airport,2,9843,31.67300,6.14044
DAUI,INZ,In Salah Airport,In Salah,DZ,DZ-57,AF,medium_airport,1,9843,27.25100,2.51202
DAUK,TGR,Touggourt Sidi Madhi Airport,Touggourt,DZ,DZ-55,AF,medium_airport,1,9843,33.06780,6.08867
DAUL,LOO,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,DZ-03,AF,medium_airport,2,12486,33.76440,2.92834
DAUO,ELU,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,DZ-39,AF,medium_airport,2,9843,33.51140,6.77679
DAUT,TMX,Timimoun Airport,Timimoun,DZ,DZ-54,AF,medium_airport,1,9843,29.23710,0.27603
DAUU,OGX,Ain Beida Airport,Ouargla,DZ,DZ-30,AF,medium_airport,2,10171,31.91720,5.41278
DAUZ,IAM,Zarzaitine - In Aménas Airport,In Aménas,DZ,DZ-33,AF,medium_airport,2,9843,28.05150,9.64291
DBBB,COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,BJ-AQ,AF,large_airport,1,7906,6.35723,2.38435
DFFD,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,BF-KAD,AF,large_airport,1,9843,12.35320,-1.51242
DFOO,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,BF-HOU,AF,large_airport,1,10826,11.16010,-4.33097
DGAA,ACC,Kotoka International Airport,Accra,GH,GH-AA,AF,large_airport,1,11165,5.60519,-0.16679
DGAH,,Ho Airport,Ho,GH,GH-TV,AF,medium_airport,1,5266,6.57969,0.53255
DGLE,TML,Yakubu Tali International Airport,Tamale,GH,GH-NP,AF,large_airport,1,7999,9.55391,-0.86606
DGSI,KMS,Prempeh I International Airport,Kumasi,GH,GH-AH,AF,large_airport,1,7612,6.71456,-1.59082
DGSN,NYI,Sunyani Airport,Sunyani,GH,GH-BO,AF,medium_airport,1,4594,7.36183,-2.32876
DGTK,TKD,Takoradi Airport,Sekondi-Takoradi,GH,GH-WP,AF,medium_airport,1,5745,4.89606,-1.77476
DIAP,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,CI-AB,AF,large_airport,1,9843,5.26139,-3.92629
DIBK,BYK,Bouaké Airport,Bouaké,CI,CI-VB,AF,medium_airport,1,10827,7.73880,-5.07367
DIDL,DJO,Daloa Airport,,CI,CI-SM,AF,medium_airport,1,6562,6.79281,-6.47319
DIKO,HGO,Korhogo Airport,Korhogo,CI,CI-SV,AF,medium_airport,1,6890,9.38718,-5.55666
DIMN,MJC,Man Airport,,CI,CI-MG,AF,medium_airport,1,6726,7.27207,-7.58736
DISP,SPY,San Pedro Airport,,CI,CI-BS,AF,medium_airport,1,6234,4.74672,-6.66082
DIYO,ASK,Yamoussoukro International Airport,Yamoussoukro,CI,CI-YM,AF,large_airport,1,9843,6.90317,-5.36558
DNAA,ABV,Nnamdi Azikiwe International Airport,Abuja,NG,NG-FC,AF,large_airport,1,11842,9.00679,7.26317
DNAI,QUO,Akwa Ibom International Airport,Uyo,NG,NG-AK,AF,medium_airport,1,11811,4.87250,8.09300
DNAK,AKR,Akure Airport,Akure,NG,NG-ON,AF,medium_airport,1,9195,7.24674,5.30101
DNAS,ABB,Asaba International Airport,Asaba,NG,NG-DE,AF,large_airport,1,11155,6.20417,6.66528
DNBC,BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,NG-BA,AF,large_airport,1,11154,10.48283,9.74400
DNBE,BNI,Benin Airport,Benin,NG,NG-ED,AF,medium_airport,1,7870,6.31698,5.59950
DNBK,,Sir Ahmadu Bello International Airport,Birinin Kebbi,NG,NG-KE,AF,large_airport,0,,12.47905,4.36913
DNBY,,Bayelsa International Airport,Yenagoa,NG,NG-BY,AF,medium_airport,1,12139,4.95759,6.20333
DNCA,CBQ,Margaret Ekpo International Airport,Calabar,NG,NG-CR,AF,medium_airport,1,8040,4.97602,8.34720
DNEN,ENU,Akanu Ibiam International Airport,Enegu,NG,NG-EN,AF,large_airport,1,7879,6.47372,7.56046
DNGO,GMO,Gombe Lawanti International Airport,Gombe,NG,NG-GO,AF,medium_airport,1,10827,10.29889,10.90000
DNGU,,Gusau Airport,Gusau,NG,NG-ZA,AF,medium_airport,1,4800,12.17286,6.69614
DNIB,IBA,Ibadan Airport,Ibadan,NG,NG-OY,AF,medium_airport,1,7875,7.36246,3.97833
DNIL,ILR,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG,NG-KW,AF,large_airport,1,10169,8.44021,4.49392
DNIM,QOW,Sam Mbakwe International Cargo Airport,Owerri,NG,NG-IM,AF,medium_airport,1,8858,5.42706,7.20603
DNJO,JOS,Yakubu Gowon Airport,Jos,NG,NG-PL,AF,medium_airport,1,9845,9.63983,8.86905
DNKA,KAD,Kaduna International Airport,Kaduna,NG,NG-KD,AF,large_airport,1,9843,10.69600,7.32011
DNKN,KAN,Mallam Aminu Kano International Airport,Kano,NG,NG-KN,AF,large_airport,2,10831,12.04561,8.52357
DNKT,DKA,Umaru Musa Yar'adua Airport,Katsina,NG,NG-KT,AF,medium_airport,0,,13.00780,7.66045
DNMA,MIU,Maiduguri International Airport,Maiduguri,NG,NG-BO,AF,large_airport,1,9846,11.85416,13.08070
DNMK,MDI,Makurdi Airport,Makurdi,NG,NG-BE,AF,medium_airport,1,9830,7.70388,8.61394
DNMM,LOS,Murtala Muhammed International Airport,Lagos,NG,NG-LA,AF,large_airport,2,12794,6.57737,3.32116
DNMN,MXJ,Minna Airport,Minna,NG,NG-NI,AF,medium_airport,1,11153,9.65217,6.46226
DNPM,PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG,NG-RI,AF,medium_airport,0,,4.84611,7.02139
DNPO,PHC,Port Harcourt International Airport,Port Harcourt,NG,NG-RI,AF,large_airport,1,9843,5.01549,6.94959
DNSO,SKO,Sadiq Abubakar III International Airport,Sokoto,NG,NG-SO,AF,large_airport,1,9844,12.91573,5.20755
DNSU,QRW,Warri Airport,Okpe,NG,NG-DE,AF,medium_airport,1,6868,5.59821,5.81870
DNYO,YOL,Yola Airport,Yola,NG,NG-AD,AF,medium_airport,1,9840,9.25755,12.43040
DNZA,ZAR,Zaria Airport,Zaria,NG,NG-KD,AF,medium_airport,1,5462,11.13020,7.68581
DRRM,MFQ,Maradi Airport,Maradi,NE,NE-4,AF,medium_airport,1,6070,13.50250,7.12675
DRRN,NIM,Diori Hamani International Airport,Niamey,NE,NE-8,AF,large_airport,2,10499,13.48150,2.18361
DRRT,THZ,Tahoua Airport,Tahoua,NE,NE-5,AF,medium_airport,1,7053,14.87570,5.26536
DRZA,AJY,Mano Dayak International Airport,Agadez,NE,NE-1,AF,medium_airport,1,9843,16.96600,8.00011
DRZR,ZND,Zinder Airport,Zinder,NE,NE-7,AF,medium_airport,1,5988,13.77900,8.98376
DTKA,TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN,TN-32,AF,medium_airport,1,9416,36.98000,8.87694
DTMB,MIR,Monastir Habib Bourguiba International Airport,Monastir,TN,TN-52,AF,medium_airport,1,9678,35.75810,10.75470
DTNH,NBE,Enfidha - Hammamet International Airport,Enfidha,TN,TN-51,AF,medium_airport,1,10827,36.07583,10.43861
DTTA,TUN,Tunis Carthage International Airport,Tunis,TN,TN-11,AF,large_airport,2,10499,36.85100,10.22720
DTTB,,Bizerte Sidi Ahmed Air Base,Borj Challouf,TN,TN-23,AF,medium_airport,2,9845,37.24236,9.78702
DTTD,,Remada Air Base,Remada,TN,TN-83,AF,medium_airport,1,7812,32.30620,10.38210
DTTF,GAF,Gafsa Ksar International Airport,Gafsa,TN,TN-71,AF,medium_airport,1,9514,34.42200,8.82250
DTTG,GAE,Gabès Matmata International Airport,Gabès,TN,TN-81,AF,medium_airport,1,3702,33.73369,9.91941
DTTJ,DJE,Djerba Zarzis International Airport,Mellita,TN,TN-82,AF,large_airport,1,10171,33.87372,10.77730
DTTR,EBM,El Borma Airport,El Borma,TN,TN-83,AF,medium_airport,1,8858,31.70430,9.25462
DTTX,SFA,Sfax Thyna International Airport,Sfax,TN,TN-61,AF,medium_airport,1,9843,34.71800,10.69100
DTTZ,TOE,Tozeur Nefta International Airport,Tozeur,TN,TN-72,AF,medium_airport,1,10581,33.93970,8.11056
DXNG,LRL,Niamtougou International Airport,Niamtougou,TG,TG-K,AF,large_airport,1,8202,9.76667,1.09094
DXXX,LFW,Lomé–Tokoin International Airport,Lomé,TG,TG-M,AF,large_airport,1,9847,6.16561,1.25451
EBAW,ANR,Antwerp International Airport (Deurne),Antwerp,BE,BE-VAN,EU,medium_airport,1,4954,51.19067,4.46315
EBBE,,Beauvechain Air Base,Beauvechain,BE,BE-WBR,EU,medium_airport,2,10085,50.75860,4.76833
EBBL,,Kleine Brogel Air Base,Kleine Brogel,BE,BE-VLI,EU,medium_airport,2,10158,51.16830,5.47000
EBBR,BRU,Brussels Airport,Zaventem,BE,BE-VBR,EU,large_airport,3,11936,50.90140,4.48444
EBCI,CRL,Brussels South Charleroi Airport,Charleroi,BE,BE-WHT,EU,large_airport,1,10023,50.46196,4.45956
EBCV,,Chièvres Air Base,Chièvres,BE,BE-WHT,EU,medium_airport,1,8197,50.57580,3.83100
EBFN,,Koksijde Air Base,Koksijde,BE,BE-VWV,EU,medium_airport,2,8786,51.09030,2.65278
EBFS,,Florennes Air Base,Florennes,BE,BE-WNA,EU,medium_airport,2,11105,50.24330,4.64583
EBKT,KJK,Kortrijk-Wevelgem International Airport,Wevelgem,BE,BE-VWV,EU,medium_airport,1,6234,50.81888,3.20955
EBLG,LGG,Liège Airport,Grâce-Hollogne,BE,BE-WLG,EU,medium_airport,2,12106,50.63857,5.44390
EBOS,OST,Ostend-Bruges International Airport,Oostende,BE,BE-VWV,EU,large_airport,1,10499,51.19980,2.87467
EDAC,AOC,Leipzig–Altenburg Airport,Nobitz,DE,DE-TH,EU,medium_airport,1,7988,50.98195,12.50639
EDAH,HDF,Heringsdorf Airport,Zirchow,DE,DE-MV,EU,medium_airport,3,7562,53.87870,14.15230
EDBN,FNB,Neubrandenburg Trollenhagen Airport,Trollenhagen,DE,DE-MV,EU,medium_airport,1,7522,53.60220,13.30600
EDBR,,Rothenburg/Görlitz Airfield,Rothenburg/Oberlausitz,DE,DE-SN,EU,medium_airport,2,6562,51.36333,14.95000
EDDB,BER,Berlin Brandenburg Airport,Berlin,DE,DE-BR,EU,large_airport,2,13123,52.36174,13.50234
EDDC,DRS,Dresden Airport,Dresden,DE,DE-SN,EU,large_airport,1,9350,51.13412,13.76783
EDDE,ERF,Erfurt-Weimar Airport,Erfurt,DE,DE-TH,EU,large_airport,1,8530,50.97828,10.96071
EDDF,FRA,Frankfurt Main Airport,Frankfurt am Main,DE,DE-HE,EU,large_airport,4,13123,50.02671,8.55835
EDDG,FMO,Münster Osnabrück Airport,Greven,DE,DE-NW,EU,large_airport,1,7119,52.13382,7.68848
EDDH,HAM,Hamburg Helmut Schmidt Airport,Hamburg,DE,DE-HH,EU,large_airport,2,12028,53.63040,9.98823
EDDK,CGN,Cologne Bonn Airport,Köln (Cologne),DE,DE-NW,EU,large_airport,3,12516,50.86590,7.14274
EDDL,DUS,Düsseldorf Airport,Düsseldorf,DE,DE-NW,EU,large_airport,2,9842,51.28950,6.76678
EDDM,MUC,Munich Airport,Munich,DE,DE-BY,EU,large_airport,2,13123,48.35380,11.78610
EDDN,NUE,Nuremberg Airport,Nuremberg,DE,DE-BY,EU,large_airport,1,8858,49.49870,11.07806
EDDP,LEJ,Leipzig/Halle Airport,Schkeuditz,DE,DE-SN,EU,large_airport,2,11811,51.42066,12.23270
EDDR,SCN,Saarbrücken Airport,Saarbrücken,DE,DE-SL,EU,medium_airport,1,6562,49.21455,7.10973
EDDS,STR,Stuttgart Airport,Stuttgart,DE,DE-BW,EU,large_airport,3,10974,48.68990,9.22196
EDDV,HAJ,Hannover Airport,Hannover,DE,DE-NI,EU,large_airport,3,12434,52.46110,9.68508
EDDW,BRE,Bremen Airport,Bremen,DE,DE-HB,EU,large_airport,2,8642,53.04679,8.78932
EDFE,,Frankfurt-Egelsbach Airport,Egelsbach,DE,DE-HE,EU,medium_airport,2,4593,49.96000,8.64304
EDFH,HHN,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,DE-RP,EU,large_airport,1,12467,49.94635,7.26173
EDFM,MHG,Mannheim-City Airport,Mannheim,DE,DE-BW,EU,medium_airport,3,3497,49.47306,8.51417
EDFZ,,Mainz-Finthen Airfield,Mainz,DE,DE-RP,EU,medium_airport,2,3281,49.96750,8.14722
EDGE,EIB,Eisenach-Kindel Airport,Hörselberg-Hainich,DE,DE-TH,EU,medium_airport,1,5643,50.99160,10.47973
EDGS,SGE,Siegerland Airport,Burbach,DE,DE-NW,EU,medium_airport,5,5315,50.70770,8.08297
EDHI,XFW,Hamburg-Finkenwerder Airport,Hamburg,DE,DE-HH,EU,medium_airport,1,8629,53.53528,9.83556
EDHK,KEL,Kiel-Holtenau Airport,Kiel,DE,DE-SH,EU,medium_airport,2,4134,54.37957,10.14527
EDHL,LBC,Lübeck Blankensee Airport,Lübeck,DE,DE-SH,EU,medium_airport,1,6896,53.80540,10.71920
EDJA,FMM,Memmingen Allgau Airport,Memmingen,DE,DE-BY,EU,large_airport,1,8629,47.98809,10.23825
EDLI,BFE,Bielefeld Airport,Bielefeld,DE,DE-NW,EU,medium_airport,1,4121,51.96472,8.54444
EDLN,MGL,Mönchengladbach Airport,Mönchengladbach,DE,DE-NW,EU,medium_airport,1,3937,51.23028,6.50444
EDLP,PAD,Paderborn Lippstadt Airport,Büren,DE,DE-NW,EU,large_airport,1,7152,51.61253,8.61746
EDLV,NRN,Weeze (Niederrhein) Airport,Weeze,DE,DE-NW,EU,large_airport,1,8005,51.60136,6.14123
EDLW,DTM,Dortmund Airport,Dortmund,DE,DE-NW,EU,large_airport,1,6562,51.51830,7.61224
EDMA,AGB,Augsburg Airport,Augsburg,DE,DE-BY,EU,medium_airport,2,5230,48.42528,10.93167
EDML,,Landshut Airfield,Landshut,DE,DE-BY,EU,medium_airport,1,2953,48.51202,12.03486
EDMO,OBF,Oberpfaffenhofen Airport,Weßling,DE,DE-BY,EU,medium_airport,1,7500,48.08140,11.28310
EDNY,FDH,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,DE-BW,EU,large_airport,2,7729,47.67130,9.51149
EDQA,,Bamberg-Breitenau Airfield,Bamberg,DE,DE-BY,EU,medium_airport,1,3622,49.92040,10.91423
EDQD,BYU,Bayreuth Airport,Bindlach,DE,DE-BY,EU,medium_airport,1,3392,49.98500,11.64000
EDQM,HOQ,Hof-Plauen Airport,Hof,DE,DE-BY,EU,medium_airport,1,4856,50.28854,11.85288
EDSB,FKB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,DE-BW,EU,large_airport,1,9787,48.77940,8.08050
EDTD,,Donaueschingen-Villingen Airfield,Donaueschingen,DE,DE-BW,EU,medium_airport,1,4232,47.97333,8.52222
