priority,icao,iata,name,city,country,region,continent,kind,runways,longest_ft,why
1,TAPA,ANU,V. C. Bird International Airport,Osbourn,AG,AG-03,NA,large_airport,1,9003,share of NA/AG
1,TQPF,AXA,Clayton J. Lloyd International Airport,The Valley,AI,AI-U-A,NA,medium_airport,1,5462,share of NA/AI
1,TNCA,AUA,Queen Beatrix International Airport,Oranjestad,AW,AW-U-A,NA,large_airport,1,9000,share of NA/AW
1,TBPB,BGI,Grantley Adams International Airport,Bridgetown,BB,BB-01,NA,large_airport,1,11000,share of NA/BB
1,TFFJ,SBH,St. Jean Airport,Gustavia,BL,BL-U-A,NA,medium_airport,1,2119,share of NA/BL
1,TXKF,BDA,L.F. Wade International Airport,Hamilton,BM,BM-U-A,NA,large_airport,1,9705,share of NA/BM
1,TNCB,BON,Flamingo International Airport,Kralendijk,BQ,BQ-BO,NA,large_airport,1,9449,share of NA/BQ
1,TNCE,EUX,F. D. Roosevelt Airport,Oranjestad,BQ,BQ-SE,NA,medium_airport,1,4265,share of NA/BQ
1,MYNN,NAS,Lynden Pindling International Airport,Nassau,BS,BS-NP,NA,large_airport,2,11353,share of NA/BS
1,MYGF,FPO,Grand Bahama International Airport,Freeport,BS,BS-FP,NA,large_airport,1,11019,share of NA/BS
1,MYSM,ZSA,San Salvador International Airport,San Salvador,BS,BS-SS,NA,large_airport,1,8000,share of NA/BS
1,MYER,RSD,Rock Sound International Airport,Rock Sound,BS,BS-SE,NA,medium_airport,1,7213,share of NA/BS
1,MYEF,GGT,Exuma International Airport,Moss Town,BS,BS-EX,NA,medium_airport,1,7051,share of NA/BS
1,MYAM,MHH,Leonard M. Thompson International Airport,Marsh Harbour,BS,BS-CO,NA,medium_airport,1,6100,share of NA/BS
1,MYIG,IGA,Inagua Airport,Matthew Town,BS,BS-IN,NA,medium_airport,2,7020,share of NA/BS
1,MYCA,ATC,Arthur's Town Airport,Arthur's Town,BS,BS-CI,NA,medium_airport,2,7015,share of NA/BS
1,MYEM,GHB,Governor's Harbour Airport,Governor's Harbour,BS,BS-CE,NA,medium_airport,1,8024,share of NA/BS
1,MYMM,MYG,Mayaguana Airport,Abraham Bay Settlement,BS,BS-MG,NA,medium_airport,1,7297,share of NA/BS
1,MYAT,TCB,Treasure Cay Airport,Treasure Cay,BS,BS-CO,NA,medium_airport,1,7001,share of NA/BS
1,MYEH,ELH,North Eleuthera Airport,North Eleuthera,BS,BS-HI,NA,medium_airport,1,6020,share of NA/BS
1,MYBS,BIM,South Bimini Airport,South Bimini,BS,BS-BI,NA,medium_airport,1,5409,share of NA/BS
1,MYAK,TZN,Congo Town Airport,Andros,BS,BS-SA,NA,medium_airport,1,5300,share of NA/BS
1,MYCB,TBI,New Bight Airport,Cat Island,BS,BS-CI,NA,medium_airport,1,5050,share of NA/BS
1,MYAN,SAQ,San Andros Airport,Andros Island,BS,BS-NS,NA,medium_airport,1,5025,share of NA/BS
1,MYAB,MAY,Clarence A. Bain Airport,Mangrove Cay,BS,BS-SA,NA,medium_airport,1,5000,share of NA/BS
1,MYAP,AXP,Spring Point Airport,Spring Point,BS,BS-AK,NA,medium_airport,1,5000,share of NA/BS
1,MZBZ,BZE,Philip S. W. Goldson International Airport,Belize City,BZ,BZ-BZ,NA,large_airport,1,9678,share of NA/BZ
1,MZPL,PLJ,Placencia Airport,Placencia,BZ,BZ-SC,NA,medium_airport,1,2133,share of NA/BZ
1,MZBE,TZA,Sir Barry Bowen Municipal Airport,Belize City,BZ,BZ-BZ,NA,medium_airport,0,0,share of NA/BZ
1,MZCK,CUK,Caye Caulker Airport,Caye Caulker,BZ,BZ-BZ,NA,medium_airport,0,0,share of NA/BZ
1,MZCP,CYC,Caye Chapel Airport,Caye Chapel,BZ,BZ-BZ,NA,medium_airport,0,0,share of NA/BZ
1,MZCZ,CZH,Corozal Airport,Corozal,BZ,BZ-CZL,NA,medium_airport,0,0,share of NA/BZ
1,CYYZ,YYZ,Toronto Pearson International Airport,Toronto,CA,CA-ON,NA,large_airport,5,11120,share of NA/CA
1,CYYC,YYC,Calgary International Airport,Calgary,CA,CA-AB,NA,large_airport,3,14000,share of NA/CA
1,CYVR,YVR,Vancouver International Airport,Vancouver,CA,CA-BC,NA,large_airport,3,11500,share of NA/CA
1,CYOW,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,CA-ON,NA,large_airport,3,10000,share of NA/CA
1,CYYJ,YYJ,Victoria International Airport,Victoria,CA,CA-BC,NA,large_airport,3,7000,share of NA/CA
1,CYEG,YEG,Edmonton International Airport,Edmonton,CA,CA-AB,NA,large_airport,2,11000,share of NA/CA
1,CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,CA-QC,NA,large_airport,2,11000,share of NA/CA
1,CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,CA-MB,NA,large_airport,2,11000,share of NA/CA
1,CYHZ,YHZ,Halifax / Stanfield International Airport,Halifax,CA,CA-NS,NA,large_airport,2,10500,share of NA/CA
1,CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,CA,CA-ON,NA,large_airport,2,10006,share of NA/CA
1,CYQB,YQB,Quebec Jean Lesage International Airport,Quebec,CA,CA-QC,NA,large_airport,2,9000,share of NA/CA
1,CYQG,YQG,Windsor International Airport,Windsor,CA,CA-ON,NA,large_airport,2,9000,share of NA/CA
1,CYYT,YYT,St. John's International Airport,St. John's,CA,CA-NL,NA,large_airport,2,8502,share of NA/CA
1,CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,CA-SK,NA,large_airport,2,8300,share of NA/CA
1,CYLW,YLW,Kelowna International Airport,Kelowna,CA,CA-BC,NA,large_airport,1,8900,share of NA/CA
1,CYXS,YXS,Prince George (International) Airport,Prince George,CA,CA-BC,NA,medium_airport,3,11450,share of NA/CA
1,CYMX,YMX,Montreal Mirabel International Airport,Montréal,CA,CA-QC,NA,medium_airport,2,12000,share of NA/CA
1,CYQX,YQX,Gander International Airport,Gander,CA,CA-NL,NA,medium_airport,2,10200,share of NA/CA
1,CYQM,YQM,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA,CA-NB,NA,medium_airport,2,10001,share of NA/CA
1,CYQQ,YQQ,Comox Valley International Airport / CFB Comox,Comox,CA,CA-BC,NA,medium_airport,2,10000,share of NA/CA
1,CYXX,YXX,Abbotsford International Airport,Abbotsford,CA,CA-BC,NA,medium_airport,2,9600,share of NA/CA
1,CYXY,YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,CA-YT,NA,medium_airport,2,9497,share of NA/CA
1,CYXU,YXU,London International Airport,London,CA,CA-ON,NA,medium_airport,2,8800,share of NA/CA
1,CYFC,YFC,Fredericton International Airport,Fredericton,CA,CA-NB,NA,medium_airport,2,8005,share of NA/CA
1,CYQR,YQR,Regina International Airport,Regina,CA,CA-SK,NA,medium_airport,2,7900,share of NA/CA
1,CYZF,YZF,Yellowknife International Airport,Yellowknife,CA,CA-NT,NA,medium_airport,2,7500,share of NA/CA
1,CYQT,YQT,Thunder Bay International Airport,Thunder Bay,CA,CA-ON,NA,medium_airport,2,7318,share of NA/CA
1,CYKF,YKF,Region of Waterloo International Airport,Breslau,CA,CA-ON,NA,medium_airport,2,7003,share of NA/CA
1,CYMM,YMM,Fort McMurray International Airport,Fort McMurray,CA,CA-AB,NA,medium_airport,1,7503,share of NA/CA
1,CYXC,YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,CA-BC,NA,medium_airport,1,6000,share of NA/CA
1,CYFJ,YTM,Mont-Tremblant International Airport,La Macaza,CA,CA-QC,NA,medium_airport,1,5587,share of NA/CA
1,CYPG,YPG,Portage-la-Prairie / Southport Airport,Portage la Prairie,CA,CA-MB,NA,medium_airport,4,7000,share of NA/CA
1,CYOD,YOD,CFB Cold Lake,Cold Lake,CA,CA-AB,NA,medium_airport,3,12600,share of NA/CA
1,CYYB,YYB,North Bay Jack Garland Airport,North Bay,CA,CA-ON,NA,medium_airport,3,10000,share of NA/CA
1,CYMJ,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA,CA-SK,NA,medium_airport,3,8326,share of NA/CA
1,CYHU,YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,CA-QC,NA,medium_airport,3,7840,share of NA/CA
1,CYQS,YQS,St Thomas Municipal Airport,St Thomas,CA,CA-ON,NA,medium_airport,3,5013,share of NA/CA
1,CYPK,,Pitt Meadows Regional Airport,Pitt Meadows,CA,CA-BC,NA,medium_airport,3,5003,share of NA/CA
1,CYAZ,YAZ,Tofino / Long Beach Airport,Tofino,CA,CA-BC,NA,medium_airport,3,5000,share of NA/CA
1,CYDN,YDN,Dauphin Barker Airport,Dauphin,CA,CA-MB,NA,medium_airport,3,5000,share of NA/CA
1,CYFD,,Brantford Municipal Airport,Brantford,CA,CA-ON,NA,medium_airport,3,5000,share of NA/CA
1,CYGD,,Goderich Airport,Goderich,CA,CA-ON,NA,medium_airport,3,5000,share of NA/CA
1,CYSN,YCM,Niagara District Airport,Niagara-on-the-Lake,CA,CA-ON,NA,medium_airport,3,5000,share of NA/CA
1,CYZT,YZT,Port Hardy Airport,Port Hardy,CA,CA-BC,NA,medium_airport,3,5000,share of NA/CA
1,CYJN,YJN,St Jean Airport,St Jean,CA,CA-QC,NA,medium_airport,3,4000,share of NA/CA
1,CYAV,,Winnipeg / St. Andrews Airport,Winnipeg/Saint Andrews,CA,CA-MB,NA,medium_airport,3,3000,share of NA/CA
1,CYYR,YYR,Goose Bay Airport,Goose Bay,CA,CA-NL,NA,medium_airport,2,11046,share of NA/CA
1,CYBG,YBG,Saguenay-Bagotville Airport,Saguenay,CA,CA-QC,NA,medium_airport,2,10000,share of NA/CA
1,CYTR,YTR,CFB Trenton,Trenton,CA,CA-ON,NA,medium_airport,2,10000,share of NA/CA
1,CYYQ,YYQ,Churchill Airport,Churchill,CA,CA-MB,NA,medium_airport,2,9200,share of NA/CA
1,CYQU,YQU,Grande Prairie Airport,Grande Prairie,CA,CA-AB,NA,medium_airport,2,8502,share of NA/CA
1,CYKA,YKA,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA,CA-BC,NA,medium_airport,2,8000,share of NA/CA
1,CYZX,YZX,CFB Greenwood,Greenwood,CA,CA-NS,NA,medium_airport,2,8000,share of NA/CA
1,CYQF,YQF,Red Deer Regional Airport,Springbrook,CA,CA-AB,NA,medium_airport,2,7500,share of NA/CA
1,CYXT,YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,CA-BC,NA,medium_airport,2,7497,share of NA/CA
1,CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,CA-NS,NA,medium_airport,2,7070,share of NA/CA
1,CYPQ,YPQ,Peterborough Regional Airport,Peterborough,CA,CA-ON,NA,medium_airport,2,7005,share of NA/CA
1,CYYG,YYG,Charlottetown Airport,Charlottetown,CA,CA-PE,NA,medium_airport,2,7002,share of NA/CA
1,CYSJ,YSJ,Saint John Airport,Saint John,CA,CA-NB,NA,medium_airport,2,7000,share of NA/CA
1,CYXJ,YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA,CA-BC,NA,medium_airport,2,6909,share of NA/CA
1,CYSB,YSB,Sudbury Airport,Sudbury,CA,CA-ON,NA,medium_airport,2,6600,share of NA/CA
1,CYZV,YZV,Sept-Îles Airport,Sept-Îles,CA,CA-QC,NA,medium_airport,2,6552,share of NA/CA
1,CYBR,YBR,Brandon Municipal Airport,Brandon,CA,CA-MB,NA,medium_airport,2,6500,share of NA/CA
1,CYQL,YQL,Lethbridge County Airport,Lethbridge,CA,CA-AB,NA,medium_airport,2,6500,share of NA/CA
1,CYYE,YYE,Fort Nelson Airport,Fort Nelson,CA,CA-BC,NA,medium_airport,2,6400,share of NA/CA
1,CYGK,YGK,Kingston Norman Rogers Airport,Kingston,CA,CA-ON,NA,medium_airport,2,6001,share of NA/CA
1,CYAM,YAM,Sault Ste Marie Airport,Sault Ste Marie,CA,CA-ON,NA,medium_airport,2,6000,share of NA/CA
1,CYHY,YHY,Hay River / Merlyn Carter Airport,Hay River,CA,CA-NT,NA,medium_airport,2,6000,share of NA/CA
1,CYQI,YQI,Yarmouth Airport,Yarmouth,CA,CA-NS,NA,medium_airport,2,6000,share of NA/CA
1,CYSC,YSC,Sherbrooke Airport,Sherbrooke,CA,CA-QC,NA,medium_airport,2,6000,share of NA/CA
1,CYSM,YSM,Fort Smith Airport,Fort Smith,CA,CA-NT,NA,medium_airport,2,6000,share of NA/CA
1,CYTS,YTS,Timmins/Victor M. Power,Timmins,CA,CA-ON,NA,medium_airport,2,6000,share of NA/CA
1,CYVP,YVP,Kuujjuaq Airport,Kuujjuaq,CA,CA-QC,NA,medium_airport,2,6000,share of NA/CA
1,CYYY,YYY,Mont Joli Airport,Mont-Joli,CA,CA-QC,NA,medium_airport,2,6000,share of NA/CA
1,CYXR,YXR,Earlton (Timiskaming Regional) Airport,Earlton,CA,CA-ON,NA,medium_airport,2,5998,share of NA/CA
1,CYTH,YTH,Thompson Airport,Thompson,CA,CA-MB,NA,medium_airport,2,5800,share of NA/CA
1,CZBB,YDT,Boundary Bay Airport,Delta,CA,CA-BC,NA,medium_airport,2,5606,share of NA/CA
1,CYLL,YLL,Lloydminster Airport,Lloydminster,CA,CA-AB,NA,medium_airport,2,5577,share of NA/CA
1,CYZR,YZR,Chris Hadfield Airport,Sarnia,CA,CA-ON,NA,medium_airport,2,5100,share of NA/CA
1,CYVV,YVV,Wiarton Airport,Wiarton,CA,CA-ON,NA,medium_airport,2,5021,share of NA/CA
1,CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,Huron Park,CA,CA-ON,NA,medium_airport,2,5012,share of NA/CA
1,CYBW,,Calgary / Springbank Airport,Calgary,CA,CA-AB,NA,medium_airport,2,5000,share of NA/CA
1,CYEN,YEN,Estevan Airport,Estevan,CA,CA-SK,NA,medium_airport,2,5000,share of NA/CA
1,CYLD,YLD,Chapleau Airport,Chapleau,CA,CA-ON,NA,medium_airport,2,5000,share of NA/CA
1,CYLJ,YLJ,Meadow Lake Airport,Meadow Lake,CA,CA-SK,NA,medium_airport,2,5000,share of NA/CA
1,CYPA,YPA,Prince Albert Glass Field,Prince Albert,CA,CA-SK,NA,medium_airport,2,5000,share of NA/CA
1,CYQW,YQW,North Battleford Airport,North Battleford,CA,CA-SK,NA,medium_airport,2,5000,share of NA/CA
1,CYVC,YVC,La Ronge Airport,La Ronge,CA,CA-SK,NA,medium_airport,2,5000,share of NA/CA
1,CYXH,YXH,Medicine Hat Regional Airport,Medicine Hat,CA,CA-AB,NA,medium_airport,2,5000,share of NA/CA
1,CYYL,YYL,Lynn Lake Airport,Lynn Lake,CA,CA-MB,NA,medium_airport,2,5000,share of NA/CA
1,CZBM,ZBM,Bromont (Roland Désourdy) Airport,Bromont,CA,CA-QC,NA,medium_airport,2,5000,share of NA/CA
1,CYQV,YQV,Yorkton Municipal Airport,Yorkton,CA,CA-SK,NA,medium_airport,2,4800,share of NA/CA
1,CYOO,YOO,Oshawa Executive Airport,Oshawa,CA,CA-ON,NA,medium_airport,2,4750,share of NA/CA
1,CYAG,YAG,Fort Frances Municipal Airport,Fort Frances,CA,CA-ON,NA,medium_airport,2,4500,share of NA/CA
1,CYGR,YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,CA-QC,NA,medium_airport,2,4500,share of NA/CA
1,CYYN,YYN,Swift Current Airport,Swift Current,CA,CA-SK,NA,medium_airport,2,4250,share of NA/CA
1,CYKM,YKD,Kincardine Municipal Airport,Kincardine,CA,CA-ON,NA,medium_airport,2,4085,share of NA/CA
1,CYMO,YMO,Moosonee Airport,Moosonee,CA,CA-ON,NA,medium_airport,2,4000,share of NA/CA
1,CYSH,YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,CA-ON,NA,medium_airport,2,4000,share of NA/CA
1,CYYW,YYW,Armstrong Airport,Armstrong,CA,CA-ON,NA,medium_airport,2,4000,share of NA/CA
1,CYTZ,YTZ,Billy Bishop Toronto City Airport,Toronto,CA,CA-ON,NA,medium_airport,2,3988,share of NA/CA
1,CYRP,,Ottawa / Carp Airport,Ottawa,CA,CA-ON,NA,medium_airport,2,3937,share of NA/CA
1,CZJN,ZJN,Swan River Airport,Swan River,CA,CA-MB,NA,medium_airport,2,3933,share of NA/CA
1,CYKY,YKY,Kindersley Airport,Kindersley,CA,CA-SK,NA,medium_airport,2,3507,share of NA/CA
1,CNC3,,Brampton-Caledon Airport,,CA,CA-ON,NA,medium_airport,2,3500,share of NA/CA
1,CYBU,,Nipawin Airport,Nipawin,CA,CA-SK,NA,medium_airport,2,2930,share of NA/CA
1,CYNJ,YLY,Langley Airport,Langley,CA,CA-BC,NA,medium_airport,2,2743,share of NA/CA
1,CYCH,YCH,Miramichi Airport,Miramichi,CA,CA-NB,NA,medium_airport,1,10006,share of NA/CA
1,CYVO,YVO,Val-d'Or Airport,Val-d'Or,CA,CA-QC,NA,medium_airport,1,10000,share of NA/CA
1,CYRQ,YRQ,Trois-Rivières Airport,Trois-Rivières,CA,CA-QC,NA,medium_airport,1,9006,share of NA/CA
1,CYFB,YFB,Iqaluit Airport,Iqaluit,CA,CA-NU,NA,medium_airport,1,8605,share of NA/CA
1,CYDF,YDF,Deer Lake Airport,Deer Lake,CA,CA-NL,NA,medium_airport,1,8005,share of NA/CA
1,CYSU,YSU,Summerside Airport,Slemon Park,CA,CA-PE,NA,medium_airport,1,8000,share of NA/CA
1,CYUY,YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,CA-QC,NA,medium_airport,1,7485,share of NA/CA
1,CYWL,YWL,Williams Lake Airport,Williams Lake,CA,CA-BC,NA,medium_airport,1,7000,share of NA/CA
1,CYGM,YGM,Gimli Industrial Park Airport,Gimli,CA,CA-MB,NA,medium_airport,1,6800,share of NA/CA
1,CYCD,YCD,Nanaimo Airport,Nanaimo,CA,CA-BC,NA,medium_airport,1,6602,share of NA/CA
1,CZPC,WPC,Pincher Creek Airport,Pincher Creek,CA,CA-AB,NA,medium_airport,1,6600,share of NA/CA
1,CYGL,YGL,La Grande Rivière Airport,La Grande Rivière,CA,CA-QC,NA,medium_airport,1,6500,share of NA/CA
1,CYRB,YRB,Resolute Bay Airport,Resolute Bay,CA,CA-NU,NA,medium_airport,1,6500,share of NA/CA
1,CYBL,YBL,Campbell River Airport,Campbell River,CA,CA-BC,NA,medium_airport,1,6499,share of NA/CA
1,CYMT,YMT,Chapais Airport,Chibougamau,CA,CA-QC,NA,medium_airport,1,6496,share of NA/CA
1,CYOA,YOA,Ekati Airport,Ekati,CA,CA-NT,NA,medium_airport,1,6411,share of NA/CA
1,CYPX,YPX,Puvirnituq Airport,Puvirnituq,CA,CA-QC,NA,medium_airport,1,6299,share of NA/CA
1,CYWK,YWK,Wabush Airport,Wabush,CA,CA-NL,NA,medium_airport,1,6002,share of NA/CA
1,CYLS,YLK,Barrie-Lake Simcoe Regional Airport,Barrie,CA,CA-ON,NA,medium_airport,1,6001,share of NA/CA
1,CYBC,YBC,Baie-Comeau Airport,Baie-Comeau,CA,CA-QC,NA,medium_airport,1,6000,share of NA/CA
1,CYCL,YCL,Charlo Airport,Charlo,CA,CA-NB,NA,medium_airport,1,6000,share of NA/CA
1,CYET,YET,Edson Airport,Edson,CA,CA-AB,NA,medium_airport,1,6000,share of NA/CA
1,CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,CA,CA-NT,NA,medium_airport,1,6000,share of NA/CA
1,CYFS,YFS,Fort Simpson Airport,Fort Simpson,CA,CA-NT,NA,medium_airport,1,6000,share of NA/CA
1,CYND,YND,Ottawa / Gatineau Airport,Gatineau,CA,CA-QC,NA,medium_airport,1,6000,share of NA/CA
1,CYNL,YNL,Points North Landing Airport,Points North Landing,CA,CA-SK,NA,medium_airport,1,6000,share of NA/CA
1,CYPR,YPR,Prince Rupert Airport,Prince Rupert,CA,CA-BC,NA,medium_airport,1,6000,share of NA/CA
1,CYQA,YQA,Muskoka Airport,Gravenhurst,CA,CA-ON,NA,medium_airport,1,6000,share of NA/CA
1,CYRI,YRI,Rivière-du-Loup Airport,Rivière-du-Loup,CA,CA-QC,NA,medium_airport,1,6000,share of NA/CA
1,CYRT,YRT,Rankin Inlet Airport,Rankin Inlet,CA,CA-NU,NA,medium_airport,1,6000,share of NA/CA
1,CYYF,YYF,Penticton Airport,Penticton,CA,CA-BC,NA,medium_airport,1,6000,share of NA/CA
1,CYVQ,YVQ,Norman Wells Airport,Norman Wells,CA,CA-NT,NA,medium_airport,1,5998,share of NA/CA
1,CYHD,YHD,Dryden Regional Airport,Dryden,CA,CA-ON,NA,medium_airport,1,5993,share of NA/CA
1,CYVB,YVB,Bonaventure Airport,Bonaventure,CA,CA-QC,NA,medium_airport,1,5985,share of NA/CA
1,CYQD,YQD,The Pas Airport,The Pas,CA,CA-MB,NA,medium_airport,1,5901,share of NA/CA
1,CYQK,YQK,Kenora Airport,Kenora,CA,CA-ON,NA,medium_airport,1,5800,share of NA/CA
1,CYZU,YZU,Whitecourt Airport,Whitecourt,CA,CA-AB,NA,medium_airport,1,5800,share of NA/CA
1,CZBF,ZBF,Bathurst Airport,South Tetagouche,CA,CA-NB,NA,medium_airport,1,5613,share of NA/CA
1,CYZH,YZH,Slave Lake Airport,Slave Lake,CA,CA-AB,NA,medium_airport,1,5561,share of NA/CA
1,CYQH,YQH,Watson Lake Airport,Watson Lake,CA,CA-YT,NA,medium_airport,1,5504,share of NA/CA
1,CYLT,YLT,Alert Airport,Alert,CA,CA-NU,NA,medium_airport,1,5500,share of NA/CA
1,CYME,YME,Matane Airport,Matane,CA,CA-QC,NA,medium_airport,1,5500,share of NA/CA
1,CYQZ,YQZ,Quesnel Airport,Quesnel,CA,CA-BC,NA,medium_airport,1,5500,share of NA/CA
1,CYYU,YYU,Kapuskasing Airport,Kapuskasing,CA,CA-ON,NA,medium_airport,1,5500,share of NA/CA
1,CYZE,YZE,Gore Bay Manitoulin Airport,Gore Bay,CA,CA-ON,NA,medium_airport,1,5500,share of NA/CA
1,CYGP,YGP,Michel-Pouliot Gaspé Airport,Gaspé,CA,CA-QC,NA,medium_airport,1,5488,share of NA/CA
1,CYUX,YUX,Hall Beach Airport,Sanirajak,CA,CA-NU,NA,medium_airport,1,5410,share of NA/CA
1,CYCG,YCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA,CA-BC,NA,medium_airport,1,5300,share of NA/CA
1,CYXL,YXL,Sioux Lookout Airport,Sioux Lookout,CA,CA-ON,NA,medium_airport,1,5300,share of NA/CA
1,CYKJ,YKJ,Key Lake Airport,Key Lake,CA,CA-SK,NA,medium_airport,1,5200,share of NA/CA
1,CYZP,YZP,Sandspit Airport,Sandspit,CA,CA-BC,NA,medium_airport,1,5120,share of NA/CA
1,CYSG,,Saint-Georges Airport,Saint-Georges,CA,CA-QC,NA,medium_airport,1,5108,share of NA/CA
1,CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,CA,CA-QC,NA,medium_airport,1,5052,share of NA/CA
1,CYSF,YSF,Stony Rapids Airport,Stony Rapids,CA,CA-SK,NA,medium_airport,1,5050,share of NA/CA
1,CYZY,,Mackenzie Airport,Mackenzie,CA,CA-BC,NA,medium_airport,1,5033,share of NA/CA
1,CYZW,YZW,Teslin Airport,Teslin,CA,CA-YT,NA,medium_airport,1,5028,share of NA/CA
1,SKSP,ADZ,Gustavo Rojas Pinilla International Airport,San Andrés,CO,CO-SAP,NA,large_airport,1,7808,share of NA/CO
1,MROC,SJO,Juan Santamaría International Airport,San José (Alajuela),CR,CR-A,NA,large_airport,1,9882,share of NA/CR
1,MRLB,LIR,Daniel Oduber Quirós International Airport,Liberia,CR,CR-G,NA,large_airport,1,9022,share of NA/CR
1,MRLM,LIO,Limón International Airport,Limón,CR,CR-L,NA,medium_airport,1,5906,share of NA/CR
1,MRPV,SYQ,Tobías Bolaños International Airport,San Jose,CR,CR-SJ,NA,medium_airport,1,5138,share of NA/CR
1,MRGF,GLF,Golfito Airport,Golfito,CR,CR-P,NA,medium_airport,1,4593,share of NA/CR
1,MRPM,PMZ,Palmar Sur Airport,Palmar Sur,CR,CR-P,NA,medium_airport,1,4570,share of NA/CR
1,MRLC,LSL,Los Chiles Airport,Los Chiles,CR,CR-A,NA,medium_airport,1,4265,share of NA/CR
1,MRGP,GPL,Guapiles Airport,Pococi,CR,CR-L,NA,medium_airport,1,3609,share of NA/CR
1,MRQP,XQP,Quepos Managua Airport,Quepos,CR,CR-P,NA,medium_airport,1,3609,share of NA/CR
1,MRUP,UPL,Upala Airport,Upala,CR,CR-A,NA,medium_airport,1,3536,share of NA/CR
1,MRBC,BCL,Barra del Colorado Airport,Pococi,CR,CR-L,NA,medium_airport,1,3281,share of NA/CR
1,MUCU,SCU,Antonio Maceo International Airport,Santiago,CU,CU-13,NA,large_airport,2,13130,share of NA/CU
1,MUHA,HAV,José Martí International Airport,Havana,CU,CU-03,NA,large_airport,1,13123,share of NA/CU
1,MUVR,VRA,Juan Gualberto Gomez International Airport,Matanzas,CU,CU-04,NA,large_airport,1,11490,share of NA/CU
1,MUHG,HOG,Frank Pais International Airport,Holguin,CU,CU-11,NA,large_airport,1,10624,share of NA/CU
1,MUSC,SNU,Abel Santamaria International Airport,Santa Clara,CU,CU-05,NA,large_airport,1,9898,share of NA/CU
1,MUCM,CMW,Ignacio Agramonte International Airport,Camaguey,CU,CU-09,NA,large_airport,1,9842,share of NA/CU
1,MUCL,CYO,Vilo Acuña International Airport,Cayo Largo del Sur,CU,CU-99,NA,medium_airport,1,9869,share of NA/CU
1,MUMZ,MZO,Sierra Maestra International Airport,Manzanillo,CU,CU-12,NA,medium_airport,1,7875,share of NA/CU
1,MUNG,GER,Rafael Cabrera Airport,Nueva Gerona,CU,CU-99,NA,medium_airport,2,8202,share of NA/CU
1,MUCA,AVI,Máximo Gómez Airport,Ciro Redondo,CU,CU-08,NA,medium_airport,1,11588,share of NA/CU
1,MUCC,CCC,Jardines Del Rey Airport,Cayo Coco,CU,CU-08,NA,medium_airport,1,9842,share of NA/CU
1,MUGT,GAO,Mariana Grajales Airport,Guantánamo,CU,CU-14,NA,medium_airport,1,8025,share of NA/CU
1,MUGM,NBW,Leeward Point Field,Guantanamo Bay Naval Station,CU,CU-14,NA,medium_airport,1,8000,share of NA/CU
1,MUCF,CFG,Jaime Gonzalez Airport,Cienfuegos,CU,CU-06,NA,medium_airport,1,7874,share of NA/CU
1,MUPB,UPB,Playa Baracoa Airport,Havana,CU,CU-15,NA,medium_airport,1,7563,share of NA/CU
1,MUBY,BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,CU-12,NA,medium_airport,1,6887,share of NA/CU
1,TNCC,CUR,Hato International Airport,Willemstad,CW,CW-U-A,NA,large_airport,1,11188,share of NA/CW
1,TDPD,DOM,Douglas-Charles Airport,Marigot,DM,DM-02,NA,medium_airport,1,6352,share of NA/DM
1,MDSD,SDQ,Las Américas International Airport,Santo Domingo,DO,DO-01,NA,large_airport,2,11000,share of NA/DO
1,MDPC,PUJ,Punta Cana International Airport,Punta Cana,DO,DO-11,NA,large_airport,2,10171,share of NA/DO
1,MDLR,LRM,Casa De Campo International Airport,La Romana,DO,DO-12,NA,large_airport,1,9678,share of NA/DO
1,MDST,STI,Cibao International Airport,Santiago,DO,DO-25,NA,large_airport,1,8595,share of NA/DO
1,MDPP,POP,Gregorio Luperon International Airport,Puerto Plata,DO,DO-18,NA,medium_airport,1,10108,share of NA/DO
1,MDBH,BRX,Maria Montez International Airport,Barahona,DO,DO-04,NA,medium_airport,1,9843,share of NA/DO
