priority,icao,iata,name,city,country,region,continent,kind,runways,longest_ft,why
1,KSTJ,STJ,Rosecrans Memorial Airport,St Joseph,US,US-MO,NA,medium_airport,2,8061,share of NA/US
1,KMQY,MQY,Smyrna Airport,Smyrna,US,US-TN,NA,medium_airport,2,8038,share of NA/US
1,KDMN,DMN,Deming Municipal Airport,Deming,US,US-NM,NA,medium_airport,2,8018,share of NA/US
1,KMWA,MWA,Veterans Airport of Southern Illinois,Marion,US,US-IL,NA,medium_airport,2,8012,share of NA/US
1,KEUG,EUG,Eugene Airport,Eugene,US,US-OR,NA,medium_airport,2,8009,share of NA/US
1,KMXF,MXF,Maxwell Air Force Base,Montgomery,US,US-AL,NA,medium_airport,2,8008,share of NA/US
1,KSMX,SMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US,US-CA,NA,medium_airport,2,8004,share of NA/US
1,KVLD,VLD,Valdosta Regional Airport,Valdosta,US,US-GA,NA,medium_airport,2,8003,share of NA/US
1,KARA,ARA,Acadiana Regional Airport,New Iberia,US,US-LA,NA,medium_airport,2,8002,share of NA/US
1,KAGS,AGS,Augusta Regional At Bush Field,Augusta,US,US-GA,NA,medium_airport,2,8001,share of NA/US
1,KGLH,GLH,Mid Delta Regional Airport,Greenville,US,US-MS,NA,medium_airport,2,8001,share of NA/US
1,KLBF,LBF,North Platte Regional Airport Lee Bird Field,North Platte,US,US-NE,NA,medium_airport,2,8001,share of NA/US
1,KNUW,NUW,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,US,US-WA,NA,medium_airport,2,8001,share of NA/US
1,KNZY,NZY,North Island Naval Air Station-Halsey Field,San Diego,US,US-CA,NA,medium_airport,2,8001,share of NA/US
1,KVNY,VNY,Van Nuys Airport,Van Nuys,US,US-CA,NA,medium_airport,2,8001,share of NA/US
1,KBMI,BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,US-IL,NA,medium_airport,2,8000,share of NA/US
1,KOWB,OWB,Owensboro Daviess County Airport,Owensboro,US,US-KY,NA,medium_airport,2,8000,share of NA/US
1,KSGF,SGF,Springfield Branson National Airport,Springfield,US,US-MO,NA,medium_airport,2,8000,share of NA/US
1,KTRI,TRI,Tri-Cities Regional TN/VA Airport,Blountville,US,US-TN,NA,medium_airport,2,8000,share of NA/US
1,KSLI,,Los Alamitos Army Air Field,Los Alamitos,US,US-CA,NA,medium_airport,2,7999,share of NA/US
1,KSDM,SDM,Brown Field Municipal Airport,San Diego,US,US-CA,NA,medium_airport,2,7972,share of NA/US
1,PAYA,YAK,Yakutat Airport,Yakutat,US,US-AK,NA,medium_airport,2,7732,share of NA/US
1,KCWA,CWA,Central Wisconsin Airport,Mosinee,US,US-WI,NA,medium_airport,2,7723,share of NA/US
1,KFAY,FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,US-NC,NA,medium_airport,2,7709,share of NA/US
1,KYKM,YKM,Yakima Air Terminal McAllister Field,Yakima,US,US-WA,NA,medium_airport,2,7604,share of NA/US
1,KYIP,YIP,Willow Run Airport,Detroit,US,US-MI,NA,medium_airport,2,7543,share of NA/US
1,KGNV,GNV,Gainesville Regional Airport,Gainesville,US,US-FL,NA,medium_airport,2,7504,share of NA/US
1,KMLU,MLU,Monroe Regional Airport,Monroe,US,US-LA,NA,medium_airport,2,7504,share of NA/US
1,KCXO,CXO,Conroe-North Houston Regional Airport,Houston,US,US-TX,NA,medium_airport,2,7501,share of NA/US
1,KGCC,GCC,Northeast Wyoming Regional Airport,Gillette,US,US-WY,NA,medium_airport,2,7501,share of NA/US
1,KPOB,POB,Pope Field,Fort Bragg,US,US-NC,NA,medium_airport,2,7501,share of NA/US
1,KSTC,STC,Saint Cloud Regional Airport,Saint Cloud,US,US-MN,NA,medium_airport,2,7500,share of NA/US
1,PACV,CDV,Merle K (Mudhole) Smith Airport,Cordova,US,US-AK,NA,medium_airport,2,7500,share of NA/US
1,KINW,INW,Winslow Lindbergh Regional Airport,Winslow,US,US-AZ,NA,medium_airport,2,7499,share of NA/US
1,PANT,ANN,Annette Island Airport,Metlakatla,US,US-AK,NA,medium_airport,2,7493,share of NA/US
1,KSUS,SUS,Spirit of St Louis Airport,St Louis,US,US-MO,NA,medium_airport,2,7486,share of NA/US
1,KCOU,COU,Columbia Regional Airport,Columbia,US,US-MO,NA,medium_airport,2,7401,share of NA/US
1,KSWO,SWO,Stillwater Regional Airport,Stillwater,US,US-OK,NA,medium_airport,2,7401,share of NA/US
1,KCHA,CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,US-TN,NA,medium_airport,2,7400,share of NA/US
1,KCOE,COE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US,US-ID,NA,medium_airport,2,7400,share of NA/US
1,KMHK,MHK,Manhattan Regional Airport,Manhattan,US,US-KS,NA,medium_airport,2,7400,share of NA/US
1,KAEG,,Double Eagle II Airport,Albuquerque,US,US-NM,NA,medium_airport,2,7398,share of NA/US
1,KTIX,TIX,Space Coast Regional Airport,Titusville,US,US-FL,NA,medium_airport,2,7319,share of NA/US
1,KBGM,BGM,Greater Binghamton/Edwin A Link field,Binghamton,US,US-NY,NA,medium_airport,2,7305,share of NA/US
1,KDIK,DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US,US-ND,NA,medium_airport,2,7301,share of NA/US
1,KGCK,GCK,Garden City Regional Airport,Garden City,US,US-KS,NA,medium_airport,2,7299,share of NA/US
1,KPKB,PKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),US,US-WV,NA,medium_airport,2,7240,share of NA/US
1,KEKO,EKO,Elko Regional Airport,Elko,US,US-NV,NA,medium_airport,2,7214,share of NA/US
1,KSOW,SOW,Show Low Regional Airport,Show Low,US,US-AZ,NA,medium_airport,2,7202,share of NA/US
1,KHON,HON,Huron Regional Airport,Huron,US,US-SD,NA,medium_airport,2,7201,share of NA/US
1,KMRY,MRY,Monterey Regional Airport,Monterey,US,US-CA,NA,medium_airport,2,7175,share of NA/US
1,KPGV,PGV,Pitt-Greenville Airport,Greenville,US,US-NC,NA,medium_airport,2,7175,share of NA/US
1,KTPH,TPH,Tonopah Airport,Tonopah,US,US-NV,NA,medium_airport,2,7160,share of NA/US
1,KACT,ACT,Waco Regional Airport,Waco,US,US-TX,NA,medium_airport,2,7107,share of NA/US
1,KLBL,LBL,Liberal Mid-America Regional Airport,Liberal,US,US-KS,NA,medium_airport,2,7105,share of NA/US
1,KTCC,TCC,Tucumcari Municipal Airport,Tucumcari,US,US-NM,NA,medium_airport,2,7104,share of NA/US
1,KLYH,LYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US,US-VA,NA,medium_airport,2,7100,share of NA/US
1,KEAR,EAR,Kearney Regional Airport,Kearney,US,US-NE,NA,medium_airport,2,7094,share of NA/US
1,KRDM,RDM,Roberts Field,Redmond,US,US-OR,NA,medium_airport,2,7038,share of NA/US
1,KTVC,TVC,Cherry Capital Airport,Traverse City,US,US-MI,NA,medium_airport,2,7016,share of NA/US
1,KBED,BED,Laurence G Hanscom Field,Bedford,US,US-MA,NA,medium_airport,2,7011,share of NA/US
1,KRMG,RMG,Richard B Russell Airport,Rome,US,US-GA,NA,medium_airport,2,7010,share of NA/US
1,KRWL,RWL,Rawlins Municipal Airport/Harvey Field,Rawlins,US,US-WY,NA,medium_airport,2,7008,share of NA/US
1,KBJI,BJI,Bemidji Regional Airport,Bemidji,US,US-MN,NA,medium_airport,2,7004,share of NA/US
1,KJST,JST,John Murtha Johnstown Cambria County Airport,Johnstown,US,US-PA,NA,medium_airport,2,7004,share of NA/US
1,KLEX,LEX,Blue Grass Airport,Lexington,US,US-KY,NA,medium_airport,2,7004,share of NA/US
1,KRDD,RDD,Redding Municipal Airport,Redding,US,US-CA,NA,medium_airport,2,7003,share of NA/US
1,KGRI,GRI,Central Nebraska Regional Airport,Grand Island,US,US-NE,NA,medium_airport,2,7002,share of NA/US
1,KORH,ORH,Worcester Regional Airport,Worcester,US,US-MA,NA,medium_airport,2,7001,share of NA/US
1,KSCH,SCH,Schenectady County Airport,Schenectady,US,US-NY,NA,medium_airport,2,7001,share of NA/US
1,KTRK,TKF,Truckee Tahoe Airport,Truckee,US,US-CA,NA,medium_airport,2,7001,share of NA/US
1,KVPZ,VPZ,Porter County Municipal Airport,Valparaiso,US,US-IN,NA,medium_airport,2,7001,share of NA/US
1,KCLL,CLL,Easterwood Field,College Station,US,US-TX,NA,medium_airport,2,7000,share of NA/US
1,KHGR,HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,US-MD,NA,medium_airport,2,7000,share of NA/US
1,KOQU,NCO,Quonset State Airport,North Kingstown,US,US-RI,NA,medium_airport,2,7000,share of NA/US
1,KPNE,PNE,Northeast Philadelphia Airport,Philadelphia,US,US-PA,NA,medium_airport,2,7000,share of NA/US
1,KTPL,TPL,Draughon Miller Central Texas Regional Airport,Temple,US,US-TX,NA,medium_airport,2,7000,share of NA/US
1,KWMC,WMC,Winnemucca Municipal Airport,Winnemucca,US,US-NV,NA,medium_airport,2,7000,share of NA/US
1,KCSG,CSG,Columbus Airport,Columbus,US,US-GA,NA,medium_airport,2,6997,share of NA/US
1,KTEB,TEB,Teterboro Airport,Teterboro,US,US-NJ,NA,medium_airport,2,6997,share of NA/US
1,KITH,ITH,Ithaca Tompkins Regional Airport,Ithaca,US,US-NY,NA,medium_airport,2,6977,share of NA/US
1,KLNS,LNS,Lancaster Airport,Lancaster,US,US-PA,NA,medium_airport,2,6933,share of NA/US
1,KABR,ABR,Aberdeen Regional Airport,Aberdeen,US,US-SD,NA,medium_airport,2,6901,share of NA/US
1,KPIR,PIR,Pierre Regional Airport,Pierre,US,US-SD,NA,medium_airport,2,6900,share of NA/US
1,KDDC,DDC,Dodge City Regional Airport,Dodge City,US,US-KS,NA,medium_airport,2,6899,share of NA/US
1,KATY,ATY,Watertown Regional Airport,Watertown,US,US-SD,NA,medium_airport,2,6898,share of NA/US
1,KFRG,FRG,Republic Airport,East Farmingdale,US,US-NY,NA,medium_airport,2,6833,share of NA/US
1,KIGM,IGM,Kingman Airport,Kingman,US,US-AZ,NA,medium_airport,2,6827,share of NA/US
1,KMKC,MKC,Charles B. Wheeler Downtown Airport,Kansas City,US,US-MO,NA,medium_airport,2,6827,share of NA/US
1,KIPT,IPT,Williamsport Regional Airport,Williamsport,US,US-PA,NA,medium_airport,2,6825,share of NA/US
1,KBPI,BPI,Miley Memorial Field,Big Piney,US,US-WY,NA,medium_airport,2,6803,share of NA/US
1,KOLU,OLU,Columbus Municipal Airport,Columbus,US,US-NE,NA,medium_airport,2,6801,share of NA/US
1,KRHI,RHI,Rhinelander Oneida County Airport,Rhinelander,US,US-WI,NA,medium_airport,2,6800,share of NA/US
1,KROA,ROA,Roanoke–Blacksburg Regional Airport,Roanoke,US,US-VA,NA,medium_airport,2,6800,share of NA/US
1,KHIB,HIB,Range Regional Airport,Hibbing,US,US-MN,NA,medium_airport,2,6758,share of NA/US
1,KBPT,BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,US-TX,NA,medium_airport,2,6751,share of NA/US
1,KBKW,BKW,Raleigh County Memorial Airport,Beaver,US,US-WV,NA,medium_airport,2,6750,share of NA/US
1,PAGS,GST,Gustavus Airport,Gustavus,US,US-AK,NA,medium_airport,2,6720,share of NA/US
1,KFMN,FMN,Four Corners Regional Airport,Farmington,US,US-NM,NA,medium_airport,2,6704,share of NA/US
1,KMSL,MSL,Northwest Alabama Regional Airport,Muscle Shoals,US,US-AL,NA,medium_airport,2,6693,share of NA/US
1,KINT,INT,Smith Reynolds Airport,Winston Salem,US,US-NC,NA,medium_airport,2,6655,share of NA/US
1,KBKL,BKL,Burke Lakefront Airport,Cleveland,US,US-OH,NA,medium_airport,2,6604,share of NA/US
1,KTXK,TXK,Texarkana Regional Airport (Webb Field),Texarkana,US,US-AR,NA,medium_airport,2,6602,share of NA/US
1,KABY,ABY,Southwest Georgia Regional Airport,Albany,US,US-GA,NA,medium_airport,2,6601,share of NA/US
1,KLAF,LAF,Purdue University Airport,West Lafayette,US,US-IN,NA,medium_airport,2,6600,share of NA/US
1,KSNY,SNY,Sidney Municipal Airport Lloyd W Carr Field,Sidney,US,US-NE,NA,medium_airport,2,6600,share of NA/US
1,KHOT,HOT,Memorial Field Airport,Hot Springs,US,US-AR,NA,medium_airport,2,6595,share of NA/US
1,KSLK,SLK,Adirondack Regional Airport,Saranac Lake,US,US-NY,NA,medium_airport,2,6573,share of NA/US
1,KHPN,HPN,Westchester County Airport,White Plains,US,US-NY,NA,medium_airport,2,6549,share of NA/US
1,KFOD,FOD,Fort Dodge Regional Airport,Fort Dodge,US,US-IA,NA,medium_airport,2,6547,share of NA/US
1,KBLH,BLH,Blythe Airport,Blythe,US,US-CA,NA,medium_airport,2,6543,share of NA/US
1,KPLN,PLN,Pellston Regional Airport of Emmet County Airport,Pellston,US,US-MI,NA,medium_airport,2,6513,share of NA/US
1,KLWS,LWS,Lewiston Nez Perce County Airport,Lewiston,US,US-ID,NA,medium_airport,2,6511,share of NA/US
1,KBAZ,,New Braunfels National Airport,New Braunfels,US,US-TX,NA,medium_airport,2,6503,share of NA/US
1,KDBQ,DBQ,Dubuque Regional Airport,Dubuque,US,US-IA,NA,medium_airport,2,6502,share of NA/US
1,KFLO,FLO,Florence Regional Airport,Florence,US,US-SC,NA,medium_airport,2,6502,share of NA/US
1,KIMT,IMT,Ford Airport,Kingsford,US,US-MI,NA,medium_airport,2,6502,share of NA/US
1,KJLN,JLN,Joplin Regional Airport,Joplin,US,US-MO,NA,medium_airport,2,6502,share of NA/US
1,KJMS,JMS,Jamestown Regional Airport,Jamestown,US,US-ND,NA,medium_airport,2,6502,share of NA/US
1,KBWG,BWG,Bowling Green Warren County Regional Airport,Bowling Green,US,US-KY,NA,medium_airport,2,6501,share of NA/US
1,KCMX,CMX,Houghton County Memorial Airport,Hancock,US,US-MI,NA,medium_airport,2,6501,share of NA/US
1,KHYS,HYS,Hays Regional Airport,Hays,US,US-KS,NA,medium_airport,2,6501,share of NA/US
1,KMCW,MCW,Mason City Municipal Airport,Mason City,US,US-IA,NA,medium_airport,2,6501,share of NA/US
1,KBMG,BMG,Monroe County Airport,Bloomington,US,US-IN,NA,medium_airport,2,6500,share of NA/US
1,KCGI,CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,US-MO,NA,medium_airport,2,6500,share of NA/US
1,KLCH,LCH,Lake Charles Regional Airport,Lake Charles,US,US-LA,NA,medium_airport,2,6500,share of NA/US
1,KMCN,MCN,Middle Georgia Regional Airport,Macon,US,US-GA,NA,medium_airport,2,6500,share of NA/US
1,KMIE,MIE,Delaware County Johnson Field,Muncie,US,US-IN,NA,medium_airport,2,6500,share of NA/US
1,KMKG,MKG,Muskegon County Airport,Muskegon,US,US-MI,NA,medium_airport,2,6500,share of NA/US
1,KFDY,FDY,Findlay Airport,Findlay,US,US-OH,NA,medium_airport,2,6499,share of NA/US
1,KPAH,PAH,Barkley Regional Airport,Paducah,US,US-KY,NA,medium_airport,2,6499,share of NA/US
1,KESC,ESC,Delta County Airport,Escanaba,US,US-MI,NA,medium_airport,2,6498,share of NA/US
1,KTCL,TCL,Tuscaloosa National Airport,Tuscaloosa,US,US-AL,NA,medium_airport,2,6498,share of NA/US
1,KEWN,EWN,Coastal Carolina Regional Airport,New Bern,US,US-NC,NA,medium_airport,2,6452,share of NA/US
1,KFMY,FMY,Page Field,Fort Myers,US,US-FL,NA,medium_airport,2,6406,share of NA/US
1,KDAG,DAG,Barstow Daggett Airport,Daggett,US,US-CA,NA,medium_airport,2,6402,share of NA/US
1,KBAK,CLU,Columbus Municipal Airport,Columbus,US,US-IN,NA,medium_airport,2,6401,share of NA/US
1,KDHT,DHT,Dalhart Municipal Airport,Dalhart,US,US-TX,NA,medium_airport,2,6400,share of NA/US
1,KDVL,DVL,Devils Lake Regional Airport,Devils Lake,US,US-ND,NA,medium_airport,2,6400,share of NA/US
1,KSBY,SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,US-MD,NA,medium_airport,2,6400,share of NA/US
1,KRDG,RDG,Reading Regional Airport (Carl A Spaatz Field),Reading,US,US-PA,NA,medium_airport,2,6350,share of NA/US
1,KBFD,BFD,Bradford Regional Airport,Bradford,US,US-PA,NA,medium_airport,2,6307,share of NA/US
1,KLAA,LAA,Southeast Colorado Regional Airport,Lamar,US,US-CO,NA,medium_airport,2,6304,share of NA/US
1,KACK,ACK,Nantucket Memorial Airport,Nantucket,US,US-MA,NA,medium_airport,2,6303,share of NA/US
1,KPDT,PDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,US,US-OR,NA,medium_airport,2,6301,share of NA/US
1,PAOT,OTZ,Ralph Wien Memorial Airport,Kotzebue,US,US-AK,NA,medium_airport,2,6300,share of NA/US
1,KADH,ADT,Ada Regional Airport,Ada,US,US-OK,NA,medium_airport,2,6203,share of NA/US
1,KEEN,EEN,Dillant Hopkins Airport,Keene,US,US-NH,NA,medium_airport,2,6201,share of NA/US
1,KHEF,MNZ,Washington Manassas Harry P. Davis Field,Manassas,US,US-VA,NA,medium_airport,2,6200,share of NA/US
1,KJBR,JBR,Jonesboro Municipal Airport,Jonesboro,US,US-AR,NA,medium_airport,2,6200,share of NA/US
1,KTOI,TOI,Troy Municipal Airport at N Kenneth Campbell Field,Troy,US,US-AL,NA,medium_airport,2,6197,share of NA/US
1,PAOM,OME,Nome Airport,Nome,US,US-AK,NA,medium_airport,2,6176,share of NA/US
1,KAHN,AHN,Athens Ben Epps Airport,Athens,US,US-GA,NA,medium_airport,2,6122,share of NA/US
1,KBRL,BRL,Southeast Iowa Regional Airport,Burlington,US,US-IA,NA,medium_airport,2,6102,share of NA/US
1,KSBP,SBP,San Luis County Regional Airport,San Luis Obispo,US,US-CA,NA,medium_airport,2,6101,share of NA/US
1,KYKN,YKN,Chan Gurney Municipal Airport,Yankton,US,US-SD,NA,medium_airport,2,6094,share of NA/US
1,KACV,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,US-CA,NA,medium_airport,2,6046,share of NA/US
1,KEDC,,Austin Executive Airport,Pflugerville,US,US-TX,NA,medium_airport,2,6025,share of NA/US
1,KELY,ELY,Ely Airport Yelland Field,Ely,US,US-NV,NA,medium_airport,2,6017,share of NA/US
1,KPRB,PRB,Paso Robles Municipal Airport,Paso Robles,US,US-CA,NA,medium_airport,2,6008,share of NA/US
1,KMYV,MYV,Yuba County Airport,Marysville,US,US-CA,NA,medium_airport,2,6007,share of NA/US
1,KTTN,TTN,Trenton Mercer Airport,Ewing Township,US,US-NJ,NA,medium_airport,2,6006,share of NA/US
1,KCON,CON,Concord Municipal Airport,Concord,US,US-NH,NA,medium_airport,2,6005,share of NA/US
1,KIRK,IRK,Kirksville Regional Airport,Kirksville,US,US-MO,NA,medium_airport,2,6005,share of NA/US
1,KMKL,MKL,McKellar-Sipes Regional Airport,Jackson,US,US-TN,NA,medium_airport,2,6005,share of NA/US
1,KORL,ORL,Orlando Executive Airport,Orlando,US,US-FL,NA,medium_airport,2,6004,share of NA/US
1,KSNS,SNS,Salinas Municipal Airport,Salinas,US,US-CA,NA,medium_airport,2,6004,share of NA/US
1,KMIV,MIV,Millville Municipal Airport,Millville,US,US-NJ,NA,medium_airport,2,6003,share of NA/US
1,KNSE,NSE,Whiting Field Naval Air Station - North,Milton,US,US-FL,NA,medium_airport,2,6003,share of NA/US
1,KAND,AND,Anderson Regional Airport,Anderson,US,US-SC,NA,medium_airport,2,6002,share of NA/US
1,KFXE,FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,US,US-FL,NA,medium_airport,2,6002,share of NA/US
1,KNDZ,,Whiting Field Naval Air Station South Airport,Milton,US,US-FL,NA,medium_airport,2,6002,share of NA/US
1,KISM,ISM,Kissimmee Gateway Airport,Orlando,US,US-FL,NA,medium_airport,2,6001,share of NA/US
1,KOTM,OTM,Ottumwa Regional Airport,Ottumwa,US,US-IA,NA,medium_airport,2,6001,share of NA/US
1,KSTS,STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,US-CA,NA,medium_airport,2,6000,share of NA/US
1,PAGA,GAL,Edward G. Pitka Sr Airport,Galena,US,US-AK,NA,medium_airport,2,6000,share of NA/US
1,KCDR,CDR,Chadron Municipal Airport,Chadron,US,US-NE,NA,medium_airport,2,5998,share of NA/US
1,KESF,ESF,Esler Army Airfield / Esler Regional Airport,Alexandria,US,US-LA,NA,medium_airport,2,5998,share of NA/US
1,KMMU,MMU,Morristown Municipal Airport,Morristown,US,US-NJ,NA,medium_airport,2,5998,share of NA/US
1,KMWL,MWL,Mineral Wells Regional Airport,Mineral Wells,US,US-TX,NA,medium_airport,2,5996,share of NA/US
1,KIKK,IKK,Greater Kankakee Airport,Kankakee,US,US-IL,NA,medium_airport,2,5981,share of NA/US
1,KOTH,OTH,Southwest Oregon Regional Airport,North Bend,US,US-OR,NA,medium_airport,2,5980,share of NA/US
1,KPGA,PGA,Page Municipal Airport,Page,US,US-AZ,NA,medium_airport,2,5950,share of NA/US
1,KCDS,CDS,Childress Municipal Airport,Childress,US,US-TX,NA,medium_airport,2,5949,share of NA/US
1,PAMC,MCG,McGrath Airport,McGrath,US,US-AK,NA,medium_airport,2,5936,share of NA/US
1,KGUY,GUY,Guymon Municipal Airport,Guymon,US,US-OK,NA,medium_airport,2,5904,share of NA/US
1,KMOD,MOD,Modesto City Co-Harry Sham Field,Modesto,US,US-CA,NA,medium_airport,2,5904,share of NA/US
1,KCVO,CVO,Corvallis Municipal Airport,Corvallis,US,US-OR,NA,medium_airport,2,5900,share of NA/US
1,KDAN,DAN,Danville Regional Airport,Danville,US,US-VA,NA,medium_airport,2,5900,share of NA/US
1,PAUN,UNK,Unalakleet Airport,Unalakleet,US,US-AK,NA,medium_airport,2,5900,share of NA/US
1,KSLE,SLE,Salem-Willamette Valley Airport/McNary Field,Salem,US,US-OR,NA,medium_airport,2,5811,share of NA/US
1,KOFK,OFK,Karl Stefan Memorial Airport,Norfolk,US,US-NE,NA,medium_airport,2,5806,share of NA/US
1,KAST,AST,Astoria Regional Airport,Astoria,US,US-OR,NA,medium_airport,2,5794,share of NA/US
1,KMLS,MLS,Miles City Airport - Frank Wiley Field,Miles City,US,US-MT,NA,medium_airport,2,5764,share of NA/US
1,KSDY,SDY,Sidney - Richland Regional Airport,Sidney,US,US-MT,NA,medium_airport,2,5705,share of NA/US
1,KGDV,GDV,Dawson Community Airport,Glendive,US,US-MT,NA,medium_airport,2,5704,share of NA/US
1,PAII,EGX,Egegik Airport,Egegik,US,US-AK,NA,medium_airport,2,5600,share of NA/US
1,KSSI,SSI,St Simons Island Airport,St Simons Island,US,US-GA,NA,medium_airport,2,5584,share of NA/US
1,KLOL,LOL,Derby Field,Lovelock,US,US-NV,NA,medium_airport,2,5529,share of NA/US
1,KHBR,HBR,Hobart Regional Airport,Hobart,US,US-OK,NA,medium_airport,2,5507,share of NA/US
1,KRNH,RNH,New Richmond Regional Airport,New Richmond,US,US-WI,NA,medium_airport,2,5507,share of NA/US
1,KLBT,LBT,Lumberton Regional Airport,Lumberton,US,US-NC,NA,medium_airport,2,5505,share of NA/US
1,KWWR,WWR,West Woodward Airport,Woodward,US,US-OK,NA,medium_airport,2,5502,share of NA/US
1,KOLM,OLM,Olympia Regional Airport,Olympia,US,US-WA,NA,medium_airport,2,5500,share of NA/US
1,TVSA,SVD,Argyle International Airport,Kingstown,VC,VC-04,NA,large_airport,1,9000,share of NA/VC
1,TVSU,UNI,Union Island International Airport,Union Island,VC,VC-06,NA,medium_airport,1,2467,share of NA/VC
1,TVSC,CIW,Canouan Airport,Canouan,VC,VC-06,NA,medium_airport,1,5900,share of NA/VC
1,SVMG,PMV,Del Caribe Santiago Mariño International Airport,Isla Margarita,VE,VE-O,NA,large_airport,2,10433,share of NA/VE
1,TUPJ,EIS,Terrance B. Lettsome International Airport,Beef Island,VG,VG-U-A,NA,large_airport,1,4642,share of NA/VG
1,TIST,STT,Cyril E. King Airport,Charlotte Amalie,VI,VI-ST,NA,large_airport,1,7000,share of NA/VI
2,OMDW,DWC,Al Maktoum International Airport,Dubai(Jebel Ali),AE,AE-DU,AS,large_airport,2,14764,share of AS/AE
2,OMDB,DXB,Dubai International Airport,Dubai,AE,AE-DU,AS,large_airport,2,14590,share of AS/AE
2,OMAA,AUH,Zayed International Airport,Abu Dhabi,AE,AE-AZ,AS,large_airport,2,13471,share of AS/AE
2,OMSJ,SHJ,Sharjah International Airport,Sharjah,AE,AE-SH,AS,large_airport,1,13320,share of AS/AE
2,OMAL,AAN,Al Ain International Airport,Al Ain,AE,AE-AZ,AS,large_airport,1,13123,share of AS/AE
2,OMRK,RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,AE,AE-RK,AS,large_airport,1,12336,share of AS/AE
2,OMFJ,FJR,Fujairah International Airport,Fujairah,AE,AE-FU,AS,large_airport,1,10007,share of AS/AE
2,OMAD,AZI,Al Bateen Executive Airport,Abu Dhabi,AE,AE-AZ,AS,large_airport,1,10499,share of AS/AE
2,OAKB,KBL,Kabul International Airport,Kabul,AF,AF-KAB,AS,large_airport,1,11483,share of AS/AF
2,OAKN,KDH,Ahmad Shah Baba International Airport,Kandahar,AF,AF-KAN,AS,large_airport,1,10532,share of AS/AF
2,OAHR,HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,AF-HER,AS,large_airport,1,9888,share of AS/AF
2,OAMS,MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF,AF-BAL,AS,large_airport,1,9843,share of AS/AF
2,OAKS,KHT,Khost International Airport,Khost,AF,AF-KHO,AS,medium_airport,1,8740,share of AS/AF
2,OAIX,OAI,Bagram Airfield,Bagram,AF,AF-PAR,AS,medium_airport,2,11820,share of AS/AF
2,UDYZ,EVN,Zvartnots International Airport,Yerevan,AM,AM-ER,AS,large_airport,1,12631,share of AS/AM
2,UDSG,LWN,Shirak International Airport,Gyumri,AM,AM-SH,AS,large_airport,1,10564,share of AS/AM
2,UBBB,GYD,Heydar Aliyev International Airport,Baku,AZ,AZ-BA,AS,large_airport,2,13123,share of AS/AZ
2,UBBN,NAJ,Nakhchivan International Airport,Nakhchivan,AZ,AZ-NX,AS,large_airport,2,10826,share of AS/AZ
2,UBBG,GNJ,Ganja International Airport,Ganja,AZ,AZ-GA,AS,large_airport,1,10827,share of AS/AZ
2,UBBQ,GBB,Gabala International Airport,Gabala,AZ,AZ-QAB,AS,medium_airport,1,11811,share of AS/AZ
2,UBBY,ZTU,Zaqatala International Airport,Zaqatala,AZ,AZ-ZAQ,AS,medium_airport,1,9843,share of AS/AZ
2,UBLC,LHL,Lachin International Airport,Lachin,AZ,AZ-LAC,AS,medium_airport,0,0,share of AS/AZ
2,UB18,,Baku Kala Air Base,Baku,AZ,AZ-BA,AS,medium_airport,1,8670,share of AS/AZ
2,UB14,,Kyurdamir Air Base,Kyurdamir,AZ,AZ-KUR,AS,medium_airport,1,8200,share of AS/AZ
2,VGHS,DAC,Hazrat Shahjalal International Airport,Dhaka,BD,BD-C,AS,large_airport,1,11500,share of AS/BD
2,VGEG,CGP,Shah Amanat International Airport,Chattogram (Chittagong),BD,BD-B,AS,large_airport,1,9646,share of AS/BD
2,VGSY,ZYL,Osmany International Airport,Sylhet,BD,BD-G,AS,large_airport,1,9478,share of AS/BD
2,VGJR,JSR,Jessore Airport,Jashore (Jessore),BD,BD-D,AS,medium_airport,1,8000,share of AS/BD
2,VGCB,CXB,Cox's Bazar Airport,Cox's Bazar,BD,BD-B,AS,medium_airport,1,6790,share of AS/BD
